//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
34	304	304	1	508	1000	0	3040	0	0	0	0	0	0	0	0	0	3040	0	0	0	0	0	0	0	0	0	// Storm Blitz Gloves
34	305	305	1	508	1000	0	3050	0	0	0	0	0	0	0	0	0	3050	0	0	0	0	0	0	0	0	0	// Eternal Wing Gloves
34	306	306	1	508	1500	0	3060	0	0	0	0	0	0	0	0	0	3060	0	0	0	0	0	0	0	0	0	// Titan  Gloves
34	307	307	1	508	1500	0	3070	0	0	0	0	0	0	0	0	0	3070	0	0	0	0	0	0	0	0	0	// Brave Gloves
34	308	308	1	508	1500	0	3080	0	0	0	0	0	0	0	0	0	3080	0	0	0	0	0	0	0	0	0	// Phantom  Gloves
34	309	309	1	508	1500	0	3090	0	0	0	0	0	0	0	0	0	3090	0	0	0	0	0	0	0	0	0	// Destroy Gloves
34	310	310	1	508	1500	0	3100	0	0	0	0	0	0	0	0	0	3100	0	0	0	0	0	0	0	0	0	// Seraphim Gloves
34	311	311	1	508	1500	0	3110	0	0	0	0	0	0	0	0	0	3110	0	0	0	0	0	0	0	0	0	// Divine Gloves
34	312	312	1	508	1500	0	3120	0	0	0	0	0	0	0	0	0	3120	0	0	0	0	0	0	0	0	0	// Royal Gloves
34	313	313	1	508	1500	0	3130	0	0	0	0	0	0	0	0	0	3130	0	0	0	0	0	0	0	0	0	// Hades Gloves
35	314	314	1	508	500	0	3140	0	0	0	0	0	0	0	0	0	3140	0	0	0	0	0	0	0	0	0	// Bronze Boots
35	315	315	1	508	500	0	3150	0	0	0	0	0	0	0	0	0	3150	0	0	0	0	0	0	0	0	0	// Dragon Boots
35	316	316	1	508	500	0	3160	0	0	0	0	0	0	0	0	0	3160	0	0	0	0	0	0	0	0	0	// Pad Boots
35	317	317	1	508	500	0	3170	0	0	0	0	0	0	0	0	0	3170	0	0	0	0	0	0	0	0	0	// Legendary Boots
35	318	318	1	508	500	0	3180	0	0	0	0	0	0	0	0	0	3180	0	0	0	0	0	0	0	0	0	// Bone Boots
35	319	319	1	508	500	0	3190	0	0	0	0	0	0	0	0	0	3190	0	0	0	0	0	0	0	0	0	// Leather Boots
35	320	320	1	508	500	0	3200	0	0	0	0	0	0	0	0	0	3200	0	0	0	0	0	0	0	0	0	// Scale Boots
35	321	321	1	508	500	0	3210	0	0	0	0	0	0	0	0	0	3210	0	0	0	0	0	0	0	0	0	// Sphinx Boots
35	322	322	1	508	500	0	3220	0	0	0	0	0	0	0	0	0	3220	0	0	0	0	0	0	0	0	0	// Brass Boots
35	323	323	1	508	500	0	3230	0	0	0	0	0	0	0	0	0	3230	0	0	0	0	0	0	0	0	0	// Plate Boots
35	324	324	1	508	500	0	3240	0	0	0	0	0	0	0	0	0	3240	0	0	0	0	0	0	0	0	0	// Vine Boots
35	325	325	1	508	500	0	3250	0	0	0	0	0	0	0	0	0	3250	0	0	0	0	0	0	0	0	0	// Silk Boots
35	326	326	1	508	500	0	3260	0	0	0	0	0	0	0	0	0	3260	0	0	0	0	0	0	0	0	0	// Wind Boots
35	327	327	1	508	500	0	3270	0	0	0	0	0	0	0	0	0	3270	0	0	0	0	0	0	0	0	0	// Spirit Boots
35	328	328	1	508	500	0	3280	0	0	0	0	0	0	0	0	0	3280	0	0	0	0	0	0	0	0	0	// Guardian Boots
35	329	329	1	508	500	0	3290	0	0	0	0	0	0	0	0	0	3290	0	0	0	0	0	0	0	0	0	// Storm Crow Boots
35	330	330	1	508	500	0	3300	0	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	// Black Dragon Boots
35	331	331	1	508	500	0	3310	0	0	0	0	0	0	0	0	0	3310	0	0	0	0	0	0	0	0	0	// Dark Phoenix Boots
35	332	332	1	508	500	0	3320	0	0	0	0	0	0	0	0	0	3320	0	0	0	0	0	0	0	0	0	// Grand Soul Boots
35	333	333	1	508	500	0	3330	0	0	0	0	0	0	0	0	0	3330	0	0	0	0	0	0	0	0	0	// Holy Spirit Boots
35	334	334	1	508	500	0	3340	0	0	0	0	0	0	0	0	0	3340	0	0	0	0	0	0	0	0	0	// Thunder Hawk Boots
35	335	335	1	508	500	0	3350	0	0	0	0	0	0	0	0	0	3350	0	0	0	0	0	0	0	0	0	// Great Dragon Boots
35	336	336	1	508	500	0	3360	0	0	0	0	0	0	0	0	0	3360	0	0	0	0	0	0	0	0	0	// Dark Soul Boots
35	337	337	1	508	500	0	3370	0	0	0	0	0	0	0	0	0	3370	0	0	0	0	0	0	0	0	0	// Red Spirit Boots
35	338	338	1	508	500	0	3380	0	0	0	0	0	0	0	0	0	3380	0	0	0	0	0	0	0	0	0	// Light Plate Boots
35	339	339	1	508	500	0	3390	0	0	0	0	0	0	0	0	0	3390	0	0	0	0	0	0	0	0	0	// Adamantine Boots
35	340	340	1	508	500	0	3400	0	0	0	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	// Hurricane Boots
35	341	341	1	508	500	0	3410	0	0	0	0	0	0	0	0	0	3410	0	0	0	0	0	0	0	0	0	// Dark Steel Boots
35	342	342	1	508	500	0	3420	0	0	0	0	0	0	0	0	0	3420	0	0	0	0	0	0	0	0	0	// Dark Master Boots
35	343	343	1	508	1000	0	3430	0	0	0	0	0	0	0	0	0	3430	0	0	0	0	0	0	0	0	0	// Dragon Knight Boots
35	344	344	1	508	1000	0	3440	0	0	0	0	0	0	0	0	0	3440	0	0	0	0	0	0	0	0	0	// Venom Mist Boots
35	345	345	1	508	1000	0	3450	0	0	0	0	0	0	0	0	0	3450	0	0	0	0	0	0	0	0	0	// Sylphid Ray Boots
35	346	346	1	508	1000	0	3460	0	0	0	0	0	0	0	0	0	3460	0	0	0	0	0	0	0	0	0	// Volcano Boots
35	347	347	1	508	1000	0	3470	0	0	0	0	0	0	0	0	0	3470	0	0	0	0	0	0	0	0	0	// Sunlight Boots
35	348	348	1	508	1000	0	3480	0	0	0	0	0	0	0	0	0	3480	0	0	0	0	0	0	0	0	0	// Ashcrow Boots
35	349	349	1	508	1000	0	3490	0	0	0	0	0	0	0	0	0	3490	0	0	0	0	0	0	0	0	0	// Eclipse Boots
35	350	350	1	508	1000	0	3500	0	0	0	0	0	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	// Iris Boots
35	351	351	1	508	1000	0	3510	0	0	0	0	0	0	0	0	0	3510	0	0	0	0	0	0	0	0	0	// Valiant Boots
35	352	352	1	508	1000	0	3520	0	0	0	0	0	0	0	0	0	3520	0	0	0	0	0	0	0	0	0	// Glorious Boots
35	353	353	1	508	1000	0	3530	0	0	0	0	0	0	0	0	0	3530	0	0	0	0	0	0	0	0	0	// Violent Wind Boots
35	354	354	1	508	1000	0	3540	0	0	0	0	0	0	0	0	0	3540	0	0	0	0	0	0	0	0	0	// Red Wing Boots
35	355	355	1	508	1000	0	3550	0	0	0	0	0	0	0	0	0	3550	0	0	0	0	0	0	0	0	0	// Ancient Boots
35	356	356	1	508	1000	0	3560	0	0	0	0	0	0	0	0	0	3560	0	0	0	0	0	0	0	0	0	// Storm Blitz Boots
35	357	357	1	508	1000	0	3570	0	0	0	0	0	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	// Eternal Wing Boots
35	358	358	1	508	1500	0	3580	0	0	0	0	0	0	0	0	0	3580	0	0	0	0	0	0	0	0	0	// Titan Boots
35	359	359	1	508	1500	0	3590	0	0	0	0	0	0	0	0	0	3590	0	0	0	0	0	0	0	0	0	// Brave Boots
35	360	360	1	508	1500	0	3600	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	// Phantom Boots
35	361	361	1	508	1500	0	3610	0	0	0	0	0	0	0	0	0	3610	0	0	0	0	0	0	0	0	0	// Destroy Boots
35	362	362	1	508	1500	0	3620	0	0	0	0	0	0	0	0	0	3620	0	0	0	0	0	0	0	0	0	// Seraphim Boots
35	363	363	1	508	1500	0	3630	0	0	0	0	0	0	0	0	0	3630	0	0	0	0	0	0	0	0	0	// Divine Boots
35	364	364	1	508	1500	0	3640	0	0	0	0	0	0	0	0	0	3640	0	0	0	0	0	0	0	0	0	// Royal Boots
35	365	365	1	508	1500	0	3650	0	0	0	0	0	0	0	0	0	3650	0	0	0	0	0	0	0	0	0	// Hades Boots
35	366	366	1	508	500	0	3660	0	0	0	0	0	0	0	0	0	3660	0	0	0	0	0	0	0	0	0	// Sacred Fire Boots
35	367	367	1	508	1000	0	3670	0	0	0	0	0	0	0	0	0	3670	0	0	0	0	0	0	0	0	0	// Piercing Groove Boots
35	368	368	1	508	1500	0	3680	0	0	0	0	0	0	0	0	0	3680	0	0	0	0	0	0	0	0	0	// Phoenix Soul Boots
36	370	370	1	508	500	0	3700	0	0	0	0	0	0	0	0	0	3700	0	0	0	0	0	0	0	0	0	// Lighting Sword
36	371	371	1	508	500	0	3710	0	0	0	0	0	0	0	0	0	3710	0	0	0	0	0	0	0	0	0	// Sword of Destruction
36	372	372	1	508	500	0	3720	0	0	0	0	0	0	0	0	0	3720	0	0	0	0	0	0	0	0	0	// Dark Breaker
36	373	373	1	508	500	0	3730	0	0	0	0	0	0	0	0	0	3730	0	0	0	0	0	0	0	0	0	// Divine Sword of Archangel
36	374	374	1	508	500	0	3740	0	0	0	0	0	0	0	0	0	3740	0	0	0	0	0	0	0	0	0	// Knight Blade
36	375	375	1	508	500	0	3750	0	0	0	0	0	0	0	0	0	3750	0	0	0	0	0	0	0	0	0	// Dark Reign Blade
36	378	378	1	508	1000	0	3780	0	0	0	0	0	0	0	0	0	3780	0	0	0	0	0	0	0	0	0	// Bone Blade
36	379	379	1	508	1000	0	3790	0	0	0	0	0	0	0	0	0	3790	0	0	0	0	0	0	0	0	0	// Explosion Blade
36	380	380	1	508	1000	0	3800	0	0	0	0	0	0	0	0	0	3800	0	0	0	0	0	0	0	0	0	// Daybreak
36	381	381	1	508	1000	0	3810	0	0	0	0	0	0	0	0	0	3810	0	0	0	0	0	0	0	0	0	// Sword Dancer
36	382	382	1	508	1500	0	3820	0	0	0	0	0	0	0	0	0	3820	0	0	0	0	0	0	0	0	0	// Flameberge
36	383	383	1	508	1500	0	3830	0	0	0	0	0	0	0	0	0	3830	0	0	0	0	0	0	0	0	0	// Sword Breaker
36	384	384	1	508	1500	0	3840	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	0	0	0	// Rune Bastard Sword
36	385	385	1	508	500	0	3850	0	0	0	0	0	0	0	0	0	3850	0	0	0	0	0	0	0	0	0	// Rune Blade
36	386	386	1	508	500	0	3860	0	0	0	0	0	0	0	0	0	3860	0	0	0	0	0	0	0	0	0	// Sacred Glove
36	387	387	1	508	1000	0	3870	0	0	0	0	0	0	0	0	0	3870	0	0	0	0	0	0	0	0	0	// Piercing Blade Glove
36	388	388	1	508	1500	0	3880	0	0	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	// Phoenix Soul Star
37	369	369	1	508	500	0	3690	0	0	0	0	0	0	0	0	0	3690	0	0	0	0	0	0	0	0	0	// Mace
37	376	376	1	508	500	0	3760	0	0	0	0	0	0	0	0	0	3760	0	0	0	0	0	0	0	0	0	// Morning Star
37	377	377	1	508	500	0	3770	0	0	0	0	0	0	0	0	0	3770	0	0	0	0	0	0	0	0	0	// Flail
37	390	390	1	508	500	0	3900	0	0	0	0	0	0	0	0	0	3900	0	0	0	0	0	0	0	0	0	// Crystal Morning Star
37	391	391	1	508	500	0	3910	0	0	0	0	0	0	0	0	0	3910	0	0	0	0	0	0	0	0	0	// Crystal Sword
37	392	392	1	508	500	0	3920	0	0	0	0	0	0	0	0	0	3920	0	0	0	0	0	0	0	0	0	// Chaos Dragon Axe
37	393	393	1	508	500	0	3930	0	0	0	0	0	0	0	0	0	3930	0	0	0	0	0	0	0	0	0	// Elemental Mace
37	394	394	1	508	500	0	3940	0	0	0	0	0	0	0	0	0	3940	0	0	0	0	0	0	0	0	0	// Battle Scepter
37	395	395	1	508	500	0	3950	0	0	0	0	0	0	0	0	0	3950	0	0	0	0	0	0	0	0	0	// Master Scepter
37	396	396	1	508	500	0	3960	0	0	0	0	0	0	0	0	0	3960	0	0	0	0	0	0	0	0	0	// Great Scepter
37	397	397	1	508	500	0	3970	0	0	0	0	0	0	0	0	0	3970	0	0	0	0	0	0	0	0	0	// Lord Scepter
37	398	398	1	508	1000	0	3980	0	0	0	0	0	0	0	0	0	3980	0	0	0	0	0	0	0	0	0	// Great Lord Scepter
37	399	399	1	508	1000	0	3990	0	0	0	0	0	0	0	0	0	3990	0	0	0	0	0	0	0	0	0	// Divine Scepter of Archangel
37	400	400	1	508	1000	0	4000	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	// Soleil Sceptor
37	401	401	1	508	1500	0	4010	0	0	0	0	0	0	0	0	0	4010	0	0	0	0	0	0	0	0	0	// Shining Scepter
37	402	402	1	508	1500	0	4020	0	0	0	0	0	0	0	0	0	4020	0	0	0	0	0	0	0	0	0	// Frost Mace
37	403	403	1	508	1500	0	4030	0	0	0	0	0	0	0	0	0	4030	0	0	0	0	0	0	0	0	0	// Absolute Scepter
38	404	404	1	508	500	0	4040	0	0	0	0	0	0	0	0	0	4040	0	0	0	0	0	0	0	0	0	// Celestial Bow
38	405	405	1	508	500	0	4050	0	0	0	0	0	0	0	0	0	4050	0	0	0	0	0	0	0	0	0	// Divine Crossbow of Archangel
38	406	406	1	508	500	0	4060	0	0	0	0	0	0	0	0	0	4060	0	0	0	0	0	0	0	0	0	// Great Reign Crossbow
38	407	407	1	508	1000	0	4070	0	0	0	0	0	0	0	0	0	4070	0	0	0	0	0	0	0	0	0	// Arrow Viper Bow
38	408	408	1	508	1000	0	4080	0	0	0	0	0	0	0	0	0	4080	0	0	0	0	0	0	0	0	0	// Sylph Wind Bow
38	409	409	1	508	1500	0	4090	0	0	0	0	0	0	0	0	0	4090	0	0	0	0	0	0	0	0	0	// Albatross Bow
38	410	410	1	508	1500	0	4100	0	0	0	0	0	0	0	0	0	4100	0	0	0	0	0	0	0	0	0	// Dark Stinger
38	411	411	1	508	1500	0	4110	0	0	0	0	0	0	0	0	0	4110	0	0	0	0	0	0	0	0	0	// Aileen Bowr
39	389	389	1	508	500	0	3890	0	0	0	0	0	0	0	0	0	3890	0	0	0	0	0	0	0	0	0	// Skull Staff
39	412	412	1	508	500	0	4120	0	0	0	0	0	0	0	0	0	4120	0	0	0	0	0	0	0	0	0	// Legendary Staff
39	413	413	1	508	500	0	4130	0	0	0	0	0	0	0	0	0	4130	0	0	0	0	0	0	0	0	0	// Staff of Resurrection
39	414	414	1	508	500	0	4140	0	0	0	0	0	0	0	0	0	4140	0	0	0	0	0	0	0	0	0	// Dragon Soul Staff
39	415	415	1	508	500	0	4150	0	0	0	0	0	0	0	0	0	4150	0	0	0	0	0	0	0	0	0	// Divine Staff of Archangel
39	416	416	1	508	500	0	4160	0	0	0	0	0	0	0	0	0	4160	0	0	0	0	0	0	0	0	0	// Staff of Kundun
39	417	417	1	508	500	0	4170	0	0	0	0	0	0	0	0	0	4170	0	0	0	0	0	0	0	0	0	// Mystery Stick
39	418	418	1	508	500	0	4180	0	0	0	0	0	0	0	0	0	4180	0	0	0	0	0	0	0	0	0	// Violent Wind Stick
39	419	419	1	508	500	0	4190	0	0	0	0	0	0	0	0	0	4190	0	0	0	0	0	0	0	0	0	// Red Wing Stick
39	420	420	1	508	500	0	4200	0	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	// Ancient Stick
39	421	421	1	508	500	0	4210	0	0	0	0	0	0	0	0	0	4210	0	0	0	0	0	0	0	0	0	// Demonic Stick
39	422	422	1	508	500	0	4220	0	0	0	0	0	0	0	0	0	4220	0	0	0	0	0	0	0	0	0	// Book of Samut
39	423	423	1	508	1000	0	4230	0	0	0	0	0	0	0	0	0	4230	0	0	0	0	0	0	0	0	0	// Grand Viper Staff
39	424	424	1	508	1000	0	4240	0	0	0	0	0	0	0	0	0	4240	0	0	0	0	0	0	0	0	0	// Platina Staff
39	425	425	1	508	1000	0	4250	0	0	0	0	0	0	0	0	0	4250	0	0	0	0	0	0	0	0	0	// Storm Blitz Stick
39	426	426	1	508	1000	0	4260	0	0	0	0	0	0	0	0	0	4260	0	0	0	0	0	0	0	0	0	// Eternal Wing Stick
39	427	427	1	508	1000	0	4270	0	0	0	0	0	0	0	0	0	4270	0	0	0	0	0	0	0	0	0	// Book of Neil
39	428	428	1	508	1500	0	4280	0	0	0	0	0	0	0	0	0	4280	0	0	0	0	0	0	0	0	0	// Deadly Staff
39	429	429	1	508	1500	0	4290	0	0	0	0	0	0	0	0	0	4290	0	0	0	0	0	0	0	0	0	// Inberial Staff
39	430	430	1	508	1500	0	4300	0	0	0	0	0	0	0	0	0	4300	0	0	0	0	0	0	0	0	0	// Summon Spirit Stick
39	431	431	1	508	1500	0	4310	0	0	0	0	0	0	0	0	0	4310	0	0	0	0	0	0	0	0	0	// Chrome Staff
39	432	432	1	508	1500	0	4320	0	0	0	0	0	0	0	0	0	4320	0	0	0	0	0	0	0	0	0	// Raven Stick
39	433	433	1	508	1500	0	4330	0	0	0	0	0	0	0	0	0	4330	0	0	0	0	0	0	0	0	0	// Divine Stick of the Archangel
39	434	434	1	508	1500	0	4340	0	0	0	0	0	0	0	0	0	4340	0	0	0	0	0	0	0	0	0	// Book of Lagle
41	435	435	1	508	500	0	4350	0	0	0	0	0	0	0	0	0	4350	0	0	0	0	0	0	0	0	0	// Skull Shield
41	436	436	1	508	500	0	4360	0	0	0	0	0	0	0	0	0	4360	0	0	0	0	0	0	0	0	0	// Dragon Shield
41	437	437	1	508	500	0	4370	0	0	0	0	0	0	0	0	0	4370	0	0	0	0	0	0	0	0	0	// Legendary Shield
41	438	438	1	508	1000	0	4380	0	0	0	0	0	0	0	0	0	4380	0	0	0	0	0	0	0	0	0	// Grand Soul Shield
41	439	439	1	508	1000	0	4390	0	0	0	0	0	0	0	0	0	4390	0	0	0	0	0	0	0	0	0	// Elemental Shield
41	440	440	1	508	1500	0	4400	0	0	0	0	0	0	0	0	0	4400	0	0	0	0	0	0	0	0	0	// Crimson Glory
41	441	441	1	508	1500	0	4410	0	0	0	0	0	0	0	0	0	4410	0	0	0	0	0	0	0	0	0	// Salamander Shield
41	442	442	1	508	1500	0	4420	0	0	0	0	0	0	0	0	0	4420	0	0	0	0	0	0	0	0	0	// Frost Barrier
41	443	443	1	508	1500	0	4430	0	0	0	0	0	0	0	0	0	4430	0	0	0	0	0	0	0	0	0	// Guardian Shield
41	444	444	1	508	1500	0	4440	0	0	0	0	0	0	0	0	0	4440	0	0	0	0	0	0	0	0	0	// Cross Shield
42	445	445	1	508	500	0	4450	0	0	0	0	0	0	0	0	0	4450	0	0	0	0	0	0	0	0	0	// Wings of Elf
42	446	446	1	508	500	0	4460	0	0	0	0	0	0	0	0	0	4460	0	0	0	0	0	0	0	0	0	// Wings of Heaven
42	447	447	1	508	500	0	4470	0	0	0	0	0	0	0	0	0	4470	0	0	0	0	0	0	0	0	0	// Wings of Satan
42	448	448	1	508	500	0	4480	0	0	0	0	0	0	0	0	0	4480	0	0	0	0	0	0	0	0	0	// Wing of Curse
42	449	449	1	508	1000	0	4490	0	0	0	0	0	0	0	0	0	4490	0	0	0	0	0	0	0	0	0	// Wings of Spirits
42	450	450	1	508	1000	0	4500	0	0	0	0	0	0	0	0	0	4500	0	0	0	0	0	0	0	0	0	// Wings of Soul
42	451	451	1	508	1000	0	4510	0	0	0	0	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	// Wings of Dragon
42	452	452	1	508	1000	0	4520	0	0	0	0	0	0	0	0	0	4520	0	0	0	0	0	0	0	0	0	// Wings of Darkness
42	453	453	1	508	1000	0	4530	0	0	0	0	0	0	0	0	0	4530	0	0	0	0	0	0	0	0	0	// Wind of Despair
42	454	454	1	508	1000	0	4540	0	0	0	0	0	0	0	0	0	4540	0	0	0	0	0	0	0	0	0	// Cape of Fighter
42	455	455	1	508	1500	0	4550	0	0	0	0	0	0	0	0	0	4550	0	0	0	0	0	0	0	0	0	// Wing of Storm
42	456	456	1	508	1500	0	4560	0	0	0	0	0	0	0	0	0	4560	0	0	0	0	0	0	0	0	0	// Wing of Eternal
42	457	457	1	508	1500	0	4570	0	0	0	0	0	0	0	0	0	4570	0	0	0	0	0	0	0	0	0	// Wing of Illusion
42	458	458	1	508	1500	0	4580	0	0	0	0	0	0	0	0	0	4580	0	0	0	0	0	0	0	0	0	// Wing of Ruin
42	459	459	1	508	1500	0	4590	0	0	0	0	0	0	0	0	0	4590	0	0	0	0	0	0	0	0	0	// Cape of Emperor
42	460	460	1	508	1500	0	4600	0	0	0	0	0	0	0	0	0	4600	0	0	0	0	0	0	0	0	0	// Wing of Dimension
42	461	461	1	508	1500	0	4610	0	0	0	0	0	0	0	0	0	4610	0	0	0	0	0	0	0	0	0	// Cape of Overrule
43	462	462	1	508	200	0	4620	0	0	0	0	0	0	0	0	0	4620	0	0	0	0	0	0	0	0	0	// Seal of Ascension
43	463	463	1	508	350	0	4630	0	0	0	0	0	0	0	0	0	4630	0	0	0	0	0	0	0	0	0	// Seal of Wealth
43	464	464	1	508	200	0	4640	0	0	0	0	0	0	0	0	0	4640	0	0	0	0	0	0	0	0	0	// Seal of Divinity
43	465	465	1	508	100	0	4650	0	0	0	0	0	0	0	0	0	4650	0	0	0	0	0	0	0	0	0	// Seal of Sustenance
43	466	466	1	508	10	0	4660	0	0	0	0	0	0	0	0	0	4660	0	0	0	0	0	0	0	0	0	// Talisman of Mobility
43	467	467	1	508	200	0	4670	0	0	0	0	0	0	0	0	0	4670	0	0	0	0	0	0	0	0	0	// Seal of Healing
43	468	468	1	508	350	0	4680	0	0	0	0	0	0	0	0	0	4680	0	0	0	0	0	0	0	0	0	// Talisman of Resurrection
43	469	469	1	508	350	0	4690	0	0	0	0	0	0	0	0	0	4690	0	0	0	0	0	0	0	0	0	// Seal of Mobility
44	470	470	1	508	50	0	4700	0	0	0	0	0	0	0	0	0	4700	0	0	0	0	0	0	0	0	0	// Jewel of Bless
44	471	471	1	508	50	0	4710	0	0	0	0	0	0	0	0	0	4710	0	0	0	0	0	0	0	0	0	// Jewel of Soul
44	472	472	1	508	50	0	4720	0	0	0	0	0	0	0	0	0	4720	0	0	0	0	0	0	0	0	0	// Jewel of Life
44	473	473	1	508	50	0	4730	0	0	0	0	0	0	0	0	0	4730	0	0	0	0	0	0	0	0	0	// Jewel of Creation
44	474	474	1	508	70	0	4740	0	0	0	0	0	0	0	0	0	4740	0	0	0	0	0	0	0	0	0	// Jewel of Guardian
44	475	475	1	508	70	0	4750	0	0	0	0	0	0	0	0	0	4750	0	0	0	0	0	0	0	0	0	// Jewel of Harmony
44	478	478	1	508	450	0	4780	0	0	0	0	0	0	0	0	0	4780	0	0	0	0	0	0	0	0	0	// bundle of Jewel of Bless
44	479	479	1	508	450	0	4790	0	0	0	0	0	0	0	0	0	4790	0	0	0	0	0	0	0	0	0	// bundle of Jewel of Soul
44	480	480	1	508	100	0	4800	0	0	0	0	0	0	0	0	0	4800	0	0	0	0	0	0	0	0	0	// Jewel of Chaos
44	481	481	1	508	450	0	4810	0	0	0	0	0	0	0	0	0	4810	0	0	0	0	0	0	0	0	0	// Jewel of Life Bundle
44	482	482	1	508	450	0	4820	0	0	0	0	0	0	0	0	0	4820	0	0	0	0	0	0	0	0	0	// Jewel of Creation Bundle
44	483	483	1	508	650	0	4830	0	0	0	0	0	0	0	0	0	4830	0	0	0	0	0	0	0	0	0	// Jewel of Guardian Bundle
44	484	484	1	508	650	0	4840	0	0	0	0	0	0	0	0	0	4840	0	0	0	0	0	0	0	0	0	// Jewel of Harmony Bundle
44	485	485	1	508	950	0	4850	0	0	0	0	0	0	0	0	0	4850	0	0	0	0	0	0	0	0	0	// Jewel of Chaos Bundle
44	486	486	1	508	450	0	4860	0	0	0	0	0	0	0	0	0	4860	0	0	0	0	0	0	0	0	0	// Lower Refining Stone Bundle
44	487	487	1	508	650	0	4870	0	0	0	0	0	0	0	0	0	4870	0	0	0	0	0	0	0	0	0	// Higher Refining Stone Bundle
45	476	476	1	508	100	0	4760	0	0	0	0	0	0	0	0	0	4760	0	0	0	0	0	0	0	0	0	// Dark Horse
45	477	477	1	508	100	0	4770	0	0	0	0	0	0	0	0	0	4770	0	0	0	0	0	0	0	0	0	// Dark Raven
45	488	488	1	508	100	0	4880	0	0	0	0	0	0	0	0	0	4880	0	0	0	0	0	0	0	0	0	// Pet Rudolf
45	489	489	1	508	200	0	4890	0	0	0	0	0	0	0	0	0	4890	0	0	0	0	0	0	0	0	0	// Pet Panda
45	490	490	1	508	100	0	4900	0	0	0	0	0	0	0	0	0	4900	0	0	0	0	0	0	0	0	0	// Pet Unicorn
45	491	491	1	508	100	0	4910	0	0	0	0	0	0	0	0	0	4910	0	0	0	0	0	0	0	0	0	// Pet Skeleton
45	492	492	1	508	200	0	4920	0	0	0	0	0	0	0	0	0	4920	0	0	0	0	0	0	0	0	0	// Horn of Fenrir
46	493	493	1	508	50	0	4930	0	0	0	0	0	0	0	0	0	4930	0	0	0	0	0	0	0	0	0	// Seed (Fire)
46	494	494	1	508	50	0	4940	0	0	0	0	0	0	0	0	0	4940	0	0	0	0	0	0	0	0	0	// Seed (Water)
46	495	495	1	508	50	0	4950	0	0	0	0	0	0	0	0	0	4950	0	0	0	0	0	0	0	0	0	// Seed (Ice)
46	496	496	1	508	50	0	4960	0	0	0	0	0	0	0	0	0	4960	0	0	0	0	0	0	0	0	0	// Seed (Wind)
46	497	497	1	508	50	0	4970	0	0	0	0	0	0	0	0	0	4970	0	0	0	0	0	0	0	0	0	// Seed (Lightning)
46	498	498	1	508	50	0	4980	0	0	0	0	0	0	0	0	0	4980	0	0	0	0	0	0	0	0	0	// Seed (Earth)
46	500	500	1	508	80	0	5000	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	// Sphere (Di)
46	501	501	1	508	90	0	5010	0	0	0	0	0	0	0	0	0	5010	0	0	0	0	0	0	0	0	0	// Sphere (Tri)
46	502	502	1	508	150	0	5020	0	0	0	0	0	0	0	0	0	5020	0	0	0	0	0	0	0	0	0	// Seed Sphere (Fire)
46	503	503	1	508	150	0	5030	0	0	0	0	0	0	0	0	0	5030	0	0	0	0	0	0	0	0	0	// Seed Sphere (Water)
46	504	504	1	508	150	0	5040	0	0	0	0	0	0	0	0	0	5040	0	0	0	0	0	0	0	0	0	// Seed Sphere (Ice)
46	505	505	1	508	150	0	5050	0	0	0	0	0	0	0	0	0	5050	0	0	0	0	0	0	0	0	0	// Seed Sphere (Wind)
46	506	506	1	508	150	0	5060	0	0	0	0	0	0	0	0	0	5060	0	0	0	0	0	0	0	0	0	// Seed Sphere (Lightning)
46	507	507	1	508	150	0	5070	0	0	0	0	0	0	0	0	0	5070	0	0	0	0	0	0	0	0	0	// Seed Sphere (Earth)
46	508	508	1	508	200	0	5080	0	0	0	0	0	0	0	0	0	5080	0	0	0	0	0	0	0	0	0	// Seed Sphere (Fire)
46	509	509	1	508	200	0	5090	0	0	0	0	0	0	0	0	0	5090	0	0	0	0	0	0	0	0	0	// Seed Sphere (Water)
46	510	510	1	508	200	0	5100	0	0	0	0	0	0	0	0	0	5100	0	0	0	0	0	0	0	0	0	// Seed Sphere (Ice)
46	511	511	1	508	200	0	5110	0	0	0	0	0	0	0	0	0	5110	0	0	0	0	0	0	0	0	0	// Seed Sphere (Wind)
